Term,NaturalCourt,Docket,CaseName,DecisionDate,Justice,VoteDescription,WinningParty
2024,1710,23-1038,"FDA v. WAGES AND WHITE LION INVESTMENTS, LLC",4/2/2025,CThomas,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1038,"FDA v. WAGES AND WHITE LION INVESTMENTS, LLC",4/2/2025,SAAlito,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1038,"FDA v. WAGES AND WHITE LION INVESTMENTS, LLC",4/2/2025,SSotomayor,Regular concurrence,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1038,"FDA v. WAGES AND WHITE LION INVESTMENTS, LLC",4/2/2025,EKagan,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1038,"FDA v. WAGES AND WHITE LION INVESTMENTS, LLC",4/2/2025,NMGorsuch,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1038,"FDA v. WAGES AND WHITE LION INVESTMENTS, LLC",4/2/2025,BMKavanaugh,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1038,"FDA v. WAGES AND WHITE LION INVESTMENTS, LLC",4/2/2025,ACBarrett,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-1038,"FDA v. WAGES AND WHITE LION INVESTMENTS, LLC",4/2/2025,KBJackson,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-191,WILLIAMS v. REED,2/21/2025,JGRoberts,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-191,WILLIAMS v. REED,2/21/2025,CThomas,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-191,WILLIAMS v. REED,2/21/2025,SAAlito,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-191,WILLIAMS v. REED,2/21/2025,SSotomayor,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-191,WILLIAMS v. REED,2/21/2025,EKagan,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-191,WILLIAMS v. REED,2/21/2025,NMGorsuch,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-191,WILLIAMS v. REED,2/21/2025,BMKavanaugh,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-191,WILLIAMS v. REED,2/21/2025,ACBarrett,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-191,WILLIAMS v. REED,2/21/2025,KBJackson,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-852,BONDI v. VANDERSTOK,3/26/2025,JGRoberts,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-852,BONDI v. VANDERSTOK,3/26/2025,CThomas,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-852,BONDI v. VANDERSTOK,3/26/2025,SAAlito,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-852,BONDI v. VANDERSTOK,3/26/2025,SSotomayor,Regular concurrence,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-852,BONDI v. VANDERSTOK,3/26/2025,EKagan,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-852,BONDI v. VANDERSTOK,3/26/2025,NMGorsuch,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-852,BONDI v. VANDERSTOK,3/26/2025,BMKavanaugh,Regular concurrence,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-852,BONDI v. VANDERSTOK,3/26/2025,ACBarrett,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-852,BONDI v. VANDERSTOK,3/26/2025,KBJackson,Regular concurrence,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-621,LACKEY v. STINNIE,2/25/2025,JGRoberts,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-621,LACKEY v. STINNIE,2/25/2025,CThomas,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-621,LACKEY v. STINNIE,2/25/2025,SAAlito,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-621,LACKEY v. STINNIE,2/25/2025,SSotomayor,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-621,LACKEY v. STINNIE,2/25/2025,EKagan,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-621,LACKEY v. STINNIE,2/25/2025,NMGorsuch,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-621,LACKEY v. STINNIE,2/25/2025,BMKavanaugh,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-621,LACKEY v. STINNIE,2/25/2025,ACBarrett,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-621,LACKEY v. STINNIE,2/25/2025,KBJackson,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,22-7466,GLOSSIP v. OKLAHOMA,2/25/2025,JGRoberts,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,22-7466,GLOSSIP v. OKLAHOMA,2/25/2025,CThomas,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,22-7466,GLOSSIP v. OKLAHOMA,2/25/2025,SAAlito,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,22-7466,GLOSSIP v. OKLAHOMA,2/25/2025,SSotomayor,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,22-7466,GLOSSIP v. OKLAHOMA,2/25/2025,EKagan,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,22-7466,GLOSSIP v. OKLAHOMA,2/25/2025,NMGorsuch,,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,22-7466,GLOSSIP v. OKLAHOMA,2/25/2025,BMKavanaugh,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,22-7466,GLOSSIP v. OKLAHOMA,2/25/2025,ACBarrett,Special concurrence,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,22-7466,GLOSSIP v. OKLAHOMA,2/25/2025,KBJackson,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-753,CITY AND COUNTY OF SAN FRANCISCO v. ENVIRONMENTAL PROTECTION AGENCY,3/4/2025,JGRoberts,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-753,CITY AND COUNTY OF SAN FRANCISCO v. ENVIRONMENTAL PROTECTION AGENCY,3/4/2025,CThomas,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-753,CITY AND COUNTY OF SAN FRANCISCO v. ENVIRONMENTAL PROTECTION AGENCY,3/4/2025,SAAlito,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-753,CITY AND COUNTY OF SAN FRANCISCO v. ENVIRONMENTAL PROTECTION AGENCY,3/4/2025,SSotomayor,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-753,CITY AND COUNTY OF SAN FRANCISCO v. ENVIRONMENTAL PROTECTION AGENCY,3/4/2025,EKagan,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-753,CITY AND COUNTY OF SAN FRANCISCO v. ENVIRONMENTAL PROTECTION AGENCY,3/4/2025,NMGorsuch,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-753,CITY AND COUNTY OF SAN FRANCISCO v. ENVIRONMENTAL PROTECTION AGENCY,3/4/2025,BMKavanaugh,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-753,CITY AND COUNTY OF SAN FRANCISCO v. ENVIRONMENTAL PROTECTION AGENCY,3/4/2025,ACBarrett,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-753,CITY AND COUNTY OF SAN FRANCISCO v. ENVIRONMENTAL PROTECTION AGENCY,3/4/2025,KBJackson,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-713,BUFKIN v. COLLINS,3/5/2025,JGRoberts,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-713,BUFKIN v. COLLINS,3/5/2025,CThomas,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-713,BUFKIN v. COLLINS,3/5/2025,SAAlito,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-713,BUFKIN v. COLLINS,3/5/2025,SSotomayor,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-713,BUFKIN v. COLLINS,3/5/2025,EKagan,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-713,BUFKIN v. COLLINS,3/5/2025,NMGorsuch,Dissent,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-713,BUFKIN v. COLLINS,3/5/2025,BMKavanaugh,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-713,BUFKIN v. COLLINS,3/5/2025,ACBarrett,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-713,BUFKIN v. COLLINS,3/5/2025,KBJackson,Dissent,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-1127,"WISCONSIN BELL v. U.S., EX REL. TODD HEATH",2/21/2025,JGRoberts,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-1127,"WISCONSIN BELL v. U.S., EX REL. TODD HEATH",2/21/2025,CThomas,Regular concurrence,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-1127,"WISCONSIN BELL v. U.S., EX REL. TODD HEATH",2/21/2025,SAAlito,Regular concurrence,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-1127,"WISCONSIN BELL v. U.S., EX REL. TODD HEATH",2/21/2025,SSotomayor,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-1127,"WISCONSIN BELL v. U.S., EX REL. TODD HEATH",2/21/2025,EKagan,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-1127,"WISCONSIN BELL v. U.S., EX REL. TODD HEATH",2/21/2025,NMGorsuch,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-1127,"WISCONSIN BELL v. U.S., EX REL. TODD HEATH",2/21/2025,BMKavanaugh,Regular concurrence,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-1127,"WISCONSIN BELL v. U.S., EX REL. TODD HEATH",2/21/2025,ACBarrett,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-1127,"WISCONSIN BELL v. U.S., EX REL. TODD HEATH",2/21/2025,KBJackson,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-715,ADVOCATE CHRIST MEDICAL CENTER v. KENNEDY,4/29/2025,JGRoberts,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-715,ADVOCATE CHRIST MEDICAL CENTER v. KENNEDY,4/29/2025,CThomas,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-715,ADVOCATE CHRIST MEDICAL CENTER v. KENNEDY,4/29/2025,SAAlito,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-715,ADVOCATE CHRIST MEDICAL CENTER v. KENNEDY,4/29/2025,SSotomayor,Dissent,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-715,ADVOCATE CHRIST MEDICAL CENTER v. KENNEDY,4/29/2025,EKagan,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-715,ADVOCATE CHRIST MEDICAL CENTER v. KENNEDY,4/29/2025,NMGorsuch,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-715,ADVOCATE CHRIST MEDICAL CENTER v. KENNEDY,4/29/2025,BMKavanaugh,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-715,ADVOCATE CHRIST MEDICAL CENTER v. KENNEDY,4/29/2025,ACBarrett,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-715,ADVOCATE CHRIST MEDICAL CENTER v. KENNEDY,4/29/2025,KBJackson,Dissent,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-217,E.M.D. SALES v. CARRERA,1/15/2025,JGRoberts,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-217,E.M.D. SALES v. CARRERA,1/15/2025,CThomas,Regular concurrence,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-217,E.M.D. SALES v. CARRERA,1/15/2025,SAAlito,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-217,E.M.D. SALES v. CARRERA,1/15/2025,SSotomayor,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-217,E.M.D. SALES v. CARRERA,1/15/2025,EKagan,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-217,E.M.D. SALES v. CARRERA,1/15/2025,NMGorsuch,Regular concurrence,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-217,E.M.D. SALES v. CARRERA,1/15/2025,BMKavanaugh,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-217,E.M.D. SALES v. CARRERA,1/15/2025,ACBarrett,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-217,E.M.D. SALES v. CARRERA,1/15/2025,KBJackson,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-980,FACEBOOK v. AMALGAMATED BANK,11/22/2024,JGRoberts,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-980,FACEBOOK v. AMALGAMATED BANK,11/22/2024,CThomas,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-980,FACEBOOK v. AMALGAMATED BANK,11/22/2024,SAAlito,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-980,FACEBOOK v. AMALGAMATED BANK,11/22/2024,SSotomayor,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-980,FACEBOOK v. AMALGAMATED BANK,11/22/2024,EKagan,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-980,FACEBOOK v. AMALGAMATED BANK,11/22/2024,NMGorsuch,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-980,FACEBOOK v. AMALGAMATED BANK,11/22/2024,BMKavanaugh,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-980,FACEBOOK v. AMALGAMATED BANK,11/22/2024,ACBarrett,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-980,FACEBOOK v. AMALGAMATED BANK,11/22/2024,KBJackson,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-929,VELAZQUEZ v. BONDI,4/22/2025,JGRoberts,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-929,VELAZQUEZ v. BONDI,4/22/2025,CThomas,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-929,VELAZQUEZ v. BONDI,4/22/2025,SAAlito,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-929,VELAZQUEZ v. BONDI,4/22/2025,SSotomayor,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-929,VELAZQUEZ v. BONDI,4/22/2025,EKagan,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-929,VELAZQUEZ v. BONDI,4/22/2025,NMGorsuch,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-929,VELAZQUEZ v. BONDI,4/22/2025,BMKavanaugh,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-929,VELAZQUEZ v. BONDI,4/22/2025,ACBarrett,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-929,VELAZQUEZ v. BONDI,4/22/2025,KBJackson,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-825,DELLIGATTI v. UNITED STATES,3/21/2025,JGRoberts,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-825,DELLIGATTI v. UNITED STATES,3/21/2025,CThomas,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-825,DELLIGATTI v. UNITED STATES,3/21/2025,SAAlito,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-825,DELLIGATTI v. UNITED STATES,3/21/2025,SSotomayor,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-825,DELLIGATTI v. UNITED STATES,3/21/2025,EKagan,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-825,DELLIGATTI v. UNITED STATES,3/21/2025,NMGorsuch,Dissent,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-825,DELLIGATTI v. UNITED STATES,3/21/2025,BMKavanaugh,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-825,DELLIGATTI v. UNITED STATES,3/21/2025,ACBarrett,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-825,DELLIGATTI v. UNITED STATES,3/21/2025,KBJackson,Dissent,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-970,NVIDIA CORP. v. E. OHMAN J:OR FONDER AB,12/11/2024,JGRoberts,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-970,NVIDIA CORP. v. E. OHMAN J:OR FONDER AB,12/11/2024,CThomas,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-970,NVIDIA CORP. v. E. OHMAN J:OR FONDER AB,12/11/2024,SAAlito,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-970,NVIDIA CORP. v. E. OHMAN J:OR FONDER AB,12/11/2024,SSotomayor,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-970,NVIDIA CORP. v. E. OHMAN J:OR FONDER AB,12/11/2024,EKagan,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-970,NVIDIA CORP. v. E. OHMAN J:OR FONDER AB,12/11/2024,NMGorsuch,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-970,NVIDIA CORP. v. E. OHMAN J:OR FONDER AB,12/11/2024,BMKavanaugh,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-970,NVIDIA CORP. v. E. OHMAN J:OR FONDER AB,12/11/2024,ACBarrett,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-970,NVIDIA CORP. v. E. OHMAN J:OR FONDER AB,12/11/2024,KBJackson,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-824,UNITED STATES v. MILLER,3/26/2025,JGRoberts,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-824,UNITED STATES v. MILLER,3/26/2025,CThomas,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-824,UNITED STATES v. MILLER,3/26/2025,SAAlito,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-824,UNITED STATES v. MILLER,3/26/2025,SSotomayor,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-824,UNITED STATES v. MILLER,3/26/2025,EKagan,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-824,UNITED STATES v. MILLER,3/26/2025,NMGorsuch,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-824,UNITED STATES v. MILLER,3/26/2025,BMKavanaugh,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-824,UNITED STATES v. MILLER,3/26/2025,ACBarrett,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-824,UNITED STATES v. MILLER,3/26/2025,KBJackson,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-867,REPUBLIC OF HUNGARY v. SIMON,2/21/2025,JGRoberts,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-867,REPUBLIC OF HUNGARY v. SIMON,2/21/2025,CThomas,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-867,REPUBLIC OF HUNGARY v. SIMON,2/21/2025,SAAlito,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-867,REPUBLIC OF HUNGARY v. SIMON,2/21/2025,SSotomayor,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-867,REPUBLIC OF HUNGARY v. SIMON,2/21/2025,EKagan,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-867,REPUBLIC OF HUNGARY v. SIMON,2/21/2025,NMGorsuch,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-867,REPUBLIC OF HUNGARY v. SIMON,2/21/2025,BMKavanaugh,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-867,REPUBLIC OF HUNGARY v. SIMON,2/21/2025,ACBarrett,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-867,REPUBLIC OF HUNGARY v. SIMON,2/21/2025,KBJackson,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-477,UNITED STATES v. SKRMETTI,6/18/2025,JGRoberts,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-477,UNITED STATES v. SKRMETTI,6/18/2025,CThomas,Regular concurrence,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-477,UNITED STATES v. SKRMETTI,6/18/2025,SAAlito,Special concurrence,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-477,UNITED STATES v. SKRMETTI,6/18/2025,SSotomayor,Dissent,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-477,UNITED STATES v. SKRMETTI,6/18/2025,EKagan,Dissent,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-477,UNITED STATES v. SKRMETTI,6/18/2025,NMGorsuch,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-477,UNITED STATES v. SKRMETTI,6/18/2025,BMKavanaugh,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-477,UNITED STATES v. SKRMETTI,6/18/2025,ACBarrett,Regular concurrence,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-477,UNITED STATES v. SKRMETTI,6/18/2025,KBJackson,Dissent,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-909,KOUSISIS v. UNITED STATES,5/22/2025,JGRoberts,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-909,KOUSISIS v. UNITED STATES,5/22/2025,CThomas,Regular concurrence,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-909,KOUSISIS v. UNITED STATES,5/22/2025,SAAlito,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-909,KOUSISIS v. UNITED STATES,5/22/2025,SSotomayor,Special concurrence,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-909,KOUSISIS v. UNITED STATES,5/22/2025,EKagan,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-909,KOUSISIS v. UNITED STATES,5/22/2025,NMGorsuch,Regular concurrence,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-909,KOUSISIS v. UNITED STATES,5/22/2025,BMKavanaugh,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-909,KOUSISIS v. UNITED STATES,5/22/2025,ACBarrett,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-909,KOUSISIS v. UNITED STATES,5/22/2025,KBJackson,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-861,FELICIANO v. DEPARTMENT OF TRANSPORTATION,4/30/2025,JGRoberts,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-861,FELICIANO v. DEPARTMENT OF TRANSPORTATION,4/30/2025,CThomas,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-861,FELICIANO v. DEPARTMENT OF TRANSPORTATION,4/30/2025,SAAlito,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-861,FELICIANO v. DEPARTMENT OF TRANSPORTATION,4/30/2025,SSotomayor,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-861,FELICIANO v. DEPARTMENT OF TRANSPORTATION,4/30/2025,EKagan,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-861,FELICIANO v. DEPARTMENT OF TRANSPORTATION,4/30/2025,NMGorsuch,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-861,FELICIANO v. DEPARTMENT OF TRANSPORTATION,4/30/2025,BMKavanaugh,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-861,FELICIANO v. DEPARTMENT OF TRANSPORTATION,4/30/2025,ACBarrett,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-861,FELICIANO v. DEPARTMENT OF TRANSPORTATION,4/30/2025,KBJackson,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-975,"SEVEN COUNTY INFASTRUCTURE COALITION v. EAGLE COUNTY, COLORADO",5/29/2025,JGRoberts,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-975,"SEVEN COUNTY INFASTRUCTURE COALITION v. EAGLE COUNTY, COLORADO",5/29/2025,CThomas,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
