Term,NaturalCourt,Docket,CaseName,DecisionDate,Justice,VoteDescription,WinningParty
2023,1710,23-50,"CHIAVERINI v. CITY OF NAPOLEON, OHIO",6/20/2024,EKagan,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-50,"CHIAVERINI v. CITY OF NAPOLEON, OHIO",6/20/2024,NMGorsuch,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-50,"CHIAVERINI v. CITY OF NAPOLEON, OHIO",6/20/2024,BMKavanaugh,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-50,"CHIAVERINI v. CITY OF NAPOLEON, OHIO",6/20/2024,ACBarrett,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-50,"CHIAVERINI v. CITY OF NAPOLEON, OHIO",6/20/2024,KBJackson,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-5572,FISCHER v. UNITED STATES,6/28/2024,JGRoberts,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-5572,FISCHER v. UNITED STATES,6/28/2024,CThomas,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-5572,FISCHER v. UNITED STATES,6/28/2024,SAAlito,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-5572,FISCHER v. UNITED STATES,6/28/2024,SSotomayor,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-5572,FISCHER v. UNITED STATES,6/28/2024,EKagan,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-5572,FISCHER v. UNITED STATES,6/28/2024,NMGorsuch,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-5572,FISCHER v. UNITED STATES,6/28/2024,BMKavanaugh,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-5572,FISCHER v. UNITED STATES,6/28/2024,ACBarrett,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-5572,FISCHER v. UNITED STATES,6/28/2024,KBJackson,Regular concurrence,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-982,THORNELL v. JONES,5/30/2024,JGRoberts,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-982,THORNELL v. JONES,5/30/2024,CThomas,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-982,THORNELL v. JONES,5/30/2024,SAAlito,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-982,THORNELL v. JONES,5/30/2024,SSotomayor,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-982,THORNELL v. JONES,5/30/2024,EKagan,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-982,THORNELL v. JONES,5/30/2024,NMGorsuch,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-982,THORNELL v. JONES,5/30/2024,BMKavanaugh,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-982,THORNELL v. JONES,5/30/2024,ACBarrett,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-982,THORNELL v. JONES,5/30/2024,KBJackson,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-175,"CITY OF GRANTS PASS, OREGON v. JOHNSON",6/28/2024,JGRoberts,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-175,"CITY OF GRANTS PASS, OREGON v. JOHNSON",6/28/2024,CThomas,Regular concurrence,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-175,"CITY OF GRANTS PASS, OREGON v. JOHNSON",6/28/2024,SAAlito,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-175,"CITY OF GRANTS PASS, OREGON v. JOHNSON",6/28/2024,SSotomayor,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-175,"CITY OF GRANTS PASS, OREGON v. JOHNSON",6/28/2024,EKagan,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-175,"CITY OF GRANTS PASS, OREGON v. JOHNSON",6/28/2024,NMGorsuch,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-175,"CITY OF GRANTS PASS, OREGON v. JOHNSON",6/28/2024,BMKavanaugh,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-175,"CITY OF GRANTS PASS, OREGON v. JOHNSON",6/28/2024,ACBarrett,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-175,"CITY OF GRANTS PASS, OREGON v. JOHNSON",6/28/2024,KBJackson,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-1218,SMITH v. SPIZZIRRI,5/16/2024,JGRoberts,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-1218,SMITH v. SPIZZIRRI,5/16/2024,CThomas,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-1218,SMITH v. SPIZZIRRI,5/16/2024,SAAlito,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-1218,SMITH v. SPIZZIRRI,5/16/2024,SSotomayor,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-1218,SMITH v. SPIZZIRRI,5/16/2024,EKagan,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-1218,SMITH v. SPIZZIRRI,5/16/2024,NMGorsuch,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-1218,SMITH v. SPIZZIRRI,5/16/2024,BMKavanaugh,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-1218,SMITH v. SPIZZIRRI,5/16/2024,ACBarrett,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-1218,SMITH v. SPIZZIRRI,5/16/2024,KBJackson,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-334,DEPARTMENT OF STATE v. MUñOZ,6/21/2024,JGRoberts,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-334,DEPARTMENT OF STATE v. MUñOZ,6/21/2024,CThomas,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-334,DEPARTMENT OF STATE v. MUñOZ,6/21/2024,SAAlito,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-334,DEPARTMENT OF STATE v. MUñOZ,6/21/2024,SSotomayor,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-334,DEPARTMENT OF STATE v. MUñOZ,6/21/2024,EKagan,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-334,DEPARTMENT OF STATE v. MUñOZ,6/21/2024,NMGorsuch,Special concurrence,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-334,DEPARTMENT OF STATE v. MUñOZ,6/21/2024,BMKavanaugh,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-334,DEPARTMENT OF STATE v. MUñOZ,6/21/2024,ACBarrett,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-334,DEPARTMENT OF STATE v. MUñOZ,6/21/2024,KBJackson,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-367,STARBUCKS CORP. v. MCKINNEY,6/13/2024,JGRoberts,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-367,STARBUCKS CORP. v. MCKINNEY,6/13/2024,CThomas,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-367,STARBUCKS CORP. v. MCKINNEY,6/13/2024,SAAlito,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-367,STARBUCKS CORP. v. MCKINNEY,6/13/2024,SSotomayor,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-367,STARBUCKS CORP. v. MCKINNEY,6/13/2024,EKagan,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-367,STARBUCKS CORP. v. MCKINNEY,6/13/2024,NMGorsuch,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-367,STARBUCKS CORP. v. MCKINNEY,6/13/2024,BMKavanaugh,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-367,STARBUCKS CORP. v. MCKINNEY,6/13/2024,ACBarrett,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-367,STARBUCKS CORP. v. MCKINNEY,6/13/2024,KBJackson,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-726,MOYLE v. UNITED STATES,6/27/2024,JGRoberts,Regular concurrence,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,23-726,MOYLE v. UNITED STATES,6/27/2024,CThomas,Dissent,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,23-726,MOYLE v. UNITED STATES,6/27/2024,SAAlito,Dissent,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,23-726,MOYLE v. UNITED STATES,6/27/2024,SSotomayor,Regular concurrence,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,23-726,MOYLE v. UNITED STATES,6/27/2024,EKagan,Regular concurrence,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,23-726,MOYLE v. UNITED STATES,6/27/2024,NMGorsuch,Dissent,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,23-726,MOYLE v. UNITED STATES,6/27/2024,BMKavanaugh,Regular concurrence,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,23-726,MOYLE v. UNITED STATES,6/27/2024,ACBarrett,Regular concurrence,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,23-726,MOYLE v. UNITED STATES,6/27/2024,KBJackson,Special concurrence,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2023,1710,23-939,TRUMP v. UNITED STATES,7/1/2024,JGRoberts,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-939,TRUMP v. UNITED STATES,7/1/2024,CThomas,Regular concurrence,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-939,TRUMP v. UNITED STATES,7/1/2024,SAAlito,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-939,TRUMP v. UNITED STATES,7/1/2024,SSotomayor,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-939,TRUMP v. UNITED STATES,7/1/2024,EKagan,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-939,TRUMP v. UNITED STATES,7/1/2024,NMGorsuch,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-939,TRUMP v. UNITED STATES,7/1/2024,BMKavanaugh,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-939,TRUMP v. UNITED STATES,7/1/2024,ACBarrett,Regular concurrence,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,23-939,TRUMP v. UNITED STATES,7/1/2024,KBJackson,Dissent,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-277,"MOODY v. NETCHOICE, LLC",7/1/2024,JGRoberts,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-277,"MOODY v. NETCHOICE, LLC",7/1/2024,CThomas,Special concurrence,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-277,"MOODY v. NETCHOICE, LLC",7/1/2024,SAAlito,Special concurrence,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-277,"MOODY v. NETCHOICE, LLC",7/1/2024,SSotomayor,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-277,"MOODY v. NETCHOICE, LLC",7/1/2024,EKagan,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-277,"MOODY v. NETCHOICE, LLC",7/1/2024,NMGorsuch,Special concurrence,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-277,"MOODY v. NETCHOICE, LLC",7/1/2024,BMKavanaugh,Majority or plurality,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-277,"MOODY v. NETCHOICE, LLC",7/1/2024,ACBarrett,Regular concurrence,Petitioner/Appellant won (petitioning party received a favorable disposition)
2023,1710,22-277,"MOODY v. NETCHOICE, LLC",7/1/2024,KBJackson,Special concurrence,Petitioner/Appellant won (petitioning party received a favorable disposition)
2024,1710,23-583,BOUARFA v. MAYORKAS,12/10/2024,JGRoberts,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-583,BOUARFA v. MAYORKAS,12/10/2024,CThomas,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-583,BOUARFA v. MAYORKAS,12/10/2024,SAAlito,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-583,BOUARFA v. MAYORKAS,12/10/2024,SSotomayor,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-583,BOUARFA v. MAYORKAS,12/10/2024,EKagan,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-583,BOUARFA v. MAYORKAS,12/10/2024,NMGorsuch,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-583,BOUARFA v. MAYORKAS,12/10/2024,BMKavanaugh,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-583,BOUARFA v. MAYORKAS,12/10/2024,ACBarrett,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-583,BOUARFA v. MAYORKAS,12/10/2024,KBJackson,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-365,"MEDICAL MARIJUANA, INC. v. HORN",4/2/2025,JGRoberts,Dissent,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-365,"MEDICAL MARIJUANA, INC. v. HORN",4/2/2025,CThomas,Dissent,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-365,"MEDICAL MARIJUANA, INC. v. HORN",4/2/2025,SAAlito,Dissent,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-365,"MEDICAL MARIJUANA, INC. v. HORN",4/2/2025,SSotomayor,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-365,"MEDICAL MARIJUANA, INC. v. HORN",4/2/2025,EKagan,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
2024,1710,23-365,"MEDICAL MARIJUANA, INC. v. HORN",4/2/2025,NMGorsuch,Majority or plurality,Respondent/Appellee won (petitioning party did not receive a favorable disposition)
