Term,NaturalCourt,Docket,CaseName,DecisionDate,Justice,VoteDescription,ActualVote,WinningParty
2022,1710,22-148,JACK DANIELS PROPERTIES v. VIP PRODUCTS LLC,6/8/2023,CThomas,regular concurrence,Petitioner,Petitioner/Appellant won
2022,1710,22-148,JACK DANIELS PROPERTIES v. VIP PRODUCTS LLC,6/8/2023,SAAlito,regular concurrence,Petitioner,Petitioner/Appellant won
2022,1710,22-148,JACK DANIELS PROPERTIES v. VIP PRODUCTS LLC,6/8/2023,SSotomayor,regular concurrence,Petitioner,Petitioner/Appellant won
2022,1710,22-148,JACK DANIELS PROPERTIES v. VIP PRODUCTS LLC,6/8/2023,EKagan,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-148,JACK DANIELS PROPERTIES v. VIP PRODUCTS LLC,6/8/2023,NMGorsuch,regular concurrence,Petitioner,Petitioner/Appellant won
2022,1710,22-148,JACK DANIELS PROPERTIES v. VIP PRODUCTS LLC,6/8/2023,BMKavanaugh,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-148,JACK DANIELS PROPERTIES v. VIP PRODUCTS LLC,6/8/2023,ACBarrett,regular concurrence,Petitioner,Petitioner/Appellant won
2022,1710,22-148,JACK DANIELS PROPERTIES v. VIP PRODUCTS LLC,6/8/2023,KBJackson,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-757,AMGEN INC. v. SANOFI,5/18/2023,JGRoberts,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,21-757,AMGEN INC. v. SANOFI,5/18/2023,CThomas,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,21-757,AMGEN INC. v. SANOFI,5/18/2023,SAAlito,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,21-757,AMGEN INC. v. SANOFI,5/18/2023,SSotomayor,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,21-757,AMGEN INC. v. SANOFI,5/18/2023,EKagan,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,21-757,AMGEN INC. v. SANOFI,5/18/2023,NMGorsuch,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,21-757,AMGEN INC. v. SANOFI,5/18/2023,BMKavanaugh,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,21-757,AMGEN INC. v. SANOFI,5/18/2023,ACBarrett,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,21-757,AMGEN INC. v. SANOFI,5/18/2023,KBJackson,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,22-49,LORA v. UNITED STATES,6/16/2023,JGRoberts,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-49,LORA v. UNITED STATES,6/16/2023,CThomas,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-49,LORA v. UNITED STATES,6/16/2023,SAAlito,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-49,LORA v. UNITED STATES,6/16/2023,SSotomayor,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-49,LORA v. UNITED STATES,6/16/2023,EKagan,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-49,LORA v. UNITED STATES,6/16/2023,NMGorsuch,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-49,LORA v. UNITED STATES,6/16/2023,BMKavanaugh,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-49,LORA v. UNITED STATES,6/16/2023,ACBarrett,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-49,LORA v. UNITED STATES,6/16/2023,KBJackson,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-1576,SMITH v. UNITED STATES,6/15/2023,JGRoberts,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,21-1576,SMITH v. UNITED STATES,6/15/2023,CThomas,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,21-1576,SMITH v. UNITED STATES,6/15/2023,SAAlito,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,21-1576,SMITH v. UNITED STATES,6/15/2023,SSotomayor,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,21-1576,SMITH v. UNITED STATES,6/15/2023,EKagan,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,21-1576,SMITH v. UNITED STATES,6/15/2023,NMGorsuch,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,21-1576,SMITH v. UNITED STATES,6/15/2023,BMKavanaugh,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,21-1576,SMITH v. UNITED STATES,6/15/2023,ACBarrett,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,21-1576,SMITH v. UNITED STATES,6/15/2023,KBJackson,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,22-196,SAMIA v. UNITED STATES,6/23/2023,JGRoberts,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,22-196,SAMIA v. UNITED STATES,6/23/2023,CThomas,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,22-196,SAMIA v. UNITED STATES,6/23/2023,SAAlito,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,22-196,SAMIA v. UNITED STATES,6/23/2023,SSotomayor,dissent,Petitioner,Respondent/Appellee won
2022,1710,22-196,SAMIA v. UNITED STATES,6/23/2023,EKagan,dissent,Petitioner,Respondent/Appellee won
2022,1710,22-196,SAMIA v. UNITED STATES,6/23/2023,NMGorsuch,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,22-196,SAMIA v. UNITED STATES,6/23/2023,BMKavanaugh,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,22-196,SAMIA v. UNITED STATES,6/23/2023,ACBarrett,special concurrence,Respondent,Respondent/Appellee won
2022,1710,22-196,SAMIA v. UNITED STATES,6/23/2023,KBJackson,dissent,Petitioner,Respondent/Appellee won
2022,1710,21-1599,POLSELLI v. INTERNAL REVENUE SERVICE,5/18/2023,JGRoberts,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,21-1599,POLSELLI v. INTERNAL REVENUE SERVICE,5/18/2023,CThomas,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,21-1599,POLSELLI v. INTERNAL REVENUE SERVICE,5/18/2023,SAAlito,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,21-1599,POLSELLI v. INTERNAL REVENUE SERVICE,5/18/2023,SSotomayor,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,21-1599,POLSELLI v. INTERNAL REVENUE SERVICE,5/18/2023,EKagan,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,21-1599,POLSELLI v. INTERNAL REVENUE SERVICE,5/18/2023,NMGorsuch,regular concurrence,Respondent,Respondent/Appellee won
2022,1710,21-1599,POLSELLI v. INTERNAL REVENUE SERVICE,5/18/2023,BMKavanaugh,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,21-1599,POLSELLI v. INTERNAL REVENUE SERVICE,5/18/2023,ACBarrett,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,21-1599,POLSELLI v. INTERNAL REVENUE SERVICE,5/18/2023,KBJackson,regular concurrence,Respondent,Respondent/Appellee won
2022,1710,22-200,SLACK TECHNOLOGIES v. PIRANI,6/1/2023,JGRoberts,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-200,SLACK TECHNOLOGIES v. PIRANI,6/1/2023,CThomas,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-200,SLACK TECHNOLOGIES v. PIRANI,6/1/2023,SAAlito,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-200,SLACK TECHNOLOGIES v. PIRANI,6/1/2023,SSotomayor,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-200,SLACK TECHNOLOGIES v. PIRANI,6/1/2023,EKagan,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-200,SLACK TECHNOLOGIES v. PIRANI,6/1/2023,NMGorsuch,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-200,SLACK TECHNOLOGIES v. PIRANI,6/1/2023,BMKavanaugh,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-200,SLACK TECHNOLOGIES v. PIRANI,6/1/2023,ACBarrett,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-200,SLACK TECHNOLOGIES v. PIRANI,6/1/2023,KBJackson,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-23,PUGIN v. GARLAND,6/22/2023,JGRoberts,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,22-23,PUGIN v. GARLAND,6/22/2023,CThomas,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,22-23,PUGIN v. GARLAND,6/22/2023,SAAlito,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,22-23,PUGIN v. GARLAND,6/22/2023,SSotomayor,dissent,Petitioner,Respondent/Appellee won
2022,1710,22-23,PUGIN v. GARLAND,6/22/2023,EKagan,dissent,Petitioner,Respondent/Appellee won
2022,1710,22-23,PUGIN v. GARLAND,6/22/2023,NMGorsuch,dissent,Petitioner,Respondent/Appellee won
2022,1710,22-23,PUGIN v. GARLAND,6/22/2023,BMKavanaugh,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,22-23,PUGIN v. GARLAND,6/22/2023,ACBarrett,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,22-23,PUGIN v. GARLAND,6/22/2023,KBJackson,regular concurrence,Respondent,Respondent/Appellee won
2022,1710,22-174,GROFF v. DEJOY,6/29/2023,JGRoberts,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-174,GROFF v. DEJOY,6/29/2023,CThomas,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-174,GROFF v. DEJOY,6/29/2023,SAAlito,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-174,GROFF v. DEJOY,6/29/2023,SSotomayor,regular concurrence,Petitioner,Petitioner/Appellant won
2022,1710,22-174,GROFF v. DEJOY,6/29/2023,EKagan,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-174,GROFF v. DEJOY,6/29/2023,NMGorsuch,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-174,GROFF v. DEJOY,6/29/2023,BMKavanaugh,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-174,GROFF v. DEJOY,6/29/2023,ACBarrett,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-174,GROFF v. DEJOY,6/29/2023,KBJackson,regular concurrence,Petitioner,Petitioner/Appellant won
2022,1710,21-1326,UNITED STATES EX REL. SCHUTTE v. SUPERVALU INC.,6/1/2023,JGRoberts,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-1326,UNITED STATES EX REL. SCHUTTE v. SUPERVALU INC.,6/1/2023,CThomas,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-1326,UNITED STATES EX REL. SCHUTTE v. SUPERVALU INC.,6/1/2023,SAAlito,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-1326,UNITED STATES EX REL. SCHUTTE v. SUPERVALU INC.,6/1/2023,SSotomayor,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-1326,UNITED STATES EX REL. SCHUTTE v. SUPERVALU INC.,6/1/2023,EKagan,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-1326,UNITED STATES EX REL. SCHUTTE v. SUPERVALU INC.,6/1/2023,NMGorsuch,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-1326,UNITED STATES EX REL. SCHUTTE v. SUPERVALU INC.,6/1/2023,BMKavanaugh,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-1326,UNITED STATES EX REL. SCHUTTE v. SUPERVALU INC.,6/1/2023,ACBarrett,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,21-1326,UNITED STATES EX REL. SCHUTTE v. SUPERVALU INC.,6/1/2023,KBJackson,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-138,COUNTERMAN v. COLORADO,6/27/2023,JGRoberts,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-138,COUNTERMAN v. COLORADO,6/27/2023,CThomas,dissent,Respondent,Petitioner/Appellant won
2022,1710,22-138,COUNTERMAN v. COLORADO,6/27/2023,SAAlito,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-138,COUNTERMAN v. COLORADO,6/27/2023,SSotomayor,special concurrence,Petitioner,Petitioner/Appellant won
2022,1710,22-138,COUNTERMAN v. COLORADO,6/27/2023,EKagan,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-138,COUNTERMAN v. COLORADO,6/27/2023,NMGorsuch,special concurrence,Petitioner,Petitioner/Appellant won
2022,1710,22-138,COUNTERMAN v. COLORADO,6/27/2023,BMKavanaugh,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-138,COUNTERMAN v. COLORADO,6/27/2023,ACBarrett,dissent,Respondent,Petitioner/Appellant won
2022,1710,22-138,COUNTERMAN v. COLORADO,6/27/2023,KBJackson,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-227,LAC DU FLAMBEAU BAND OF LAKE SUPERIOR CHIPPEWA INDIANS v. COUGHLIN,6/15/2023,JGRoberts,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,22-227,LAC DU FLAMBEAU BAND OF LAKE SUPERIOR CHIPPEWA INDIANS v. COUGHLIN,6/15/2023,CThomas,special concurrence,Respondent,Respondent/Appellee won
2022,1710,22-227,LAC DU FLAMBEAU BAND OF LAKE SUPERIOR CHIPPEWA INDIANS v. COUGHLIN,6/15/2023,SAAlito,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,22-227,LAC DU FLAMBEAU BAND OF LAKE SUPERIOR CHIPPEWA INDIANS v. COUGHLIN,6/15/2023,SSotomayor,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,22-227,LAC DU FLAMBEAU BAND OF LAKE SUPERIOR CHIPPEWA INDIANS v. COUGHLIN,6/15/2023,EKagan,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,22-227,LAC DU FLAMBEAU BAND OF LAKE SUPERIOR CHIPPEWA INDIANS v. COUGHLIN,6/15/2023,NMGorsuch,dissent,Petitioner,Respondent/Appellee won
2022,1710,22-227,LAC DU FLAMBEAU BAND OF LAKE SUPERIOR CHIPPEWA INDIANS v. COUGHLIN,6/15/2023,BMKavanaugh,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,22-227,LAC DU FLAMBEAU BAND OF LAKE SUPERIOR CHIPPEWA INDIANS v. COUGHLIN,6/15/2023,ACBarrett,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,22-227,LAC DU FLAMBEAU BAND OF LAKE SUPERIOR CHIPPEWA INDIANS v. COUGHLIN,6/15/2023,KBJackson,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,22-210,DUPREE v. YOUNGER,5/25/2023,JGRoberts,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-210,DUPREE v. YOUNGER,5/25/2023,CThomas,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-210,DUPREE v. YOUNGER,5/25/2023,SAAlito,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-210,DUPREE v. YOUNGER,5/25/2023,SSotomayor,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-210,DUPREE v. YOUNGER,5/25/2023,EKagan,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-210,DUPREE v. YOUNGER,5/25/2023,NMGorsuch,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-210,DUPREE v. YOUNGER,5/25/2023,BMKavanaugh,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-210,DUPREE v. YOUNGER,5/25/2023,ACBarrett,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-210,DUPREE v. YOUNGER,5/25/2023,KBJackson,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-381,YEGIAZARYAN v. SMAGIN,6/22/2023,JGRoberts,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,22-381,YEGIAZARYAN v. SMAGIN,6/22/2023,CThomas,jurisdictional dissent,Petitioner,Respondent/Appellee won
2022,1710,22-381,YEGIAZARYAN v. SMAGIN,6/22/2023,SAAlito,jurisdictional dissent,Petitioner,Respondent/Appellee won
2022,1710,22-381,YEGIAZARYAN v. SMAGIN,6/22/2023,SSotomayor,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,22-381,YEGIAZARYAN v. SMAGIN,6/22/2023,EKagan,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,22-381,YEGIAZARYAN v. SMAGIN,6/22/2023,NMGorsuch,jurisdictional dissent,Petitioner,Respondent/Appellee won
2022,1710,22-381,YEGIAZARYAN v. SMAGIN,6/22/2023,BMKavanaugh,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,22-381,YEGIAZARYAN v. SMAGIN,6/22/2023,ACBarrett,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,22-381,YEGIAZARYAN v. SMAGIN,6/22/2023,KBJackson,voted with majority or plurality,Respondent,Respondent/Appellee won
2022,1710,22-166,"TYLER v. HENNEPIN COUNTY, MINNESOTA",5/25/2023,JGRoberts,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-166,"TYLER v. HENNEPIN COUNTY, MINNESOTA",5/25/2023,CThomas,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-166,"TYLER v. HENNEPIN COUNTY, MINNESOTA",5/25/2023,SAAlito,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-166,"TYLER v. HENNEPIN COUNTY, MINNESOTA",5/25/2023,SSotomayor,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-166,"TYLER v. HENNEPIN COUNTY, MINNESOTA",5/25/2023,EKagan,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-166,"TYLER v. HENNEPIN COUNTY, MINNESOTA",5/25/2023,NMGorsuch,regular concurrence,Petitioner,Petitioner/Appellant won
2022,1710,22-166,"TYLER v. HENNEPIN COUNTY, MINNESOTA",5/25/2023,BMKavanaugh,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-166,"TYLER v. HENNEPIN COUNTY, MINNESOTA",5/25/2023,ACBarrett,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-166,"TYLER v. HENNEPIN COUNTY, MINNESOTA",5/25/2023,KBJackson,regular concurrence,Petitioner,Petitioner/Appellant won
2022,1710,22-714,CALCUTT v. FDIC,5/22/2023,JGRoberts,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-714,CALCUTT v. FDIC,5/22/2023,CThomas,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-714,CALCUTT v. FDIC,5/22/2023,SAAlito,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-714,CALCUTT v. FDIC,5/22/2023,SSotomayor,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-714,CALCUTT v. FDIC,5/22/2023,EKagan,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-714,CALCUTT v. FDIC,5/22/2023,NMGorsuch,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-714,CALCUTT v. FDIC,5/22/2023,BMKavanaugh,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-714,CALCUTT v. FDIC,5/22/2023,ACBarrett,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-714,CALCUTT v. FDIC,5/22/2023,KBJackson,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-58,UNITED STATES v. TEXAS,6/23/2023,JGRoberts,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-58,UNITED STATES v. TEXAS,6/23/2023,CThomas,special concurrence,Petitioner,Petitioner/Appellant won
2022,1710,22-58,UNITED STATES v. TEXAS,6/23/2023,SAAlito,dissent,Respondent,Petitioner/Appellant won
2022,1710,22-58,UNITED STATES v. TEXAS,6/23/2023,SSotomayor,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-58,UNITED STATES v. TEXAS,6/23/2023,EKagan,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-58,UNITED STATES v. TEXAS,6/23/2023,NMGorsuch,special concurrence,Petitioner,Petitioner/Appellant won
2022,1710,22-58,UNITED STATES v. TEXAS,6/23/2023,BMKavanaugh,voted with majority or plurality,Petitioner,Petitioner/Appellant won
2022,1710,22-58,UNITED STATES v. TEXAS,6/23/2023,ACBarrett,special concurrence,Petitioner,Petitioner/Appellant won
2022,1710,22-58,UNITED STATES v. TEXAS,6/23/2023,KBJackson,voted with majority or plurality,Petitioner,Petitioner/Appellant won
